Sample Name,Plate,Column,Row,Species,Lat,Long,Location,Precipitation,Radiation,AverageTemperature,MaxTemperature,VapourPressure,AverageWindSpeed,Year,BGI pot,RLV,LMV,MV1,MV2,SBPV,ABPV,
M050,1,8,A,jonellus,56.436,-6.341,Staffa,9.88258038258037,857.666870166868,0.327928530883668,-0.265272376088067,0.072250079679254,0.569210432552931,2009,J2,0,0,0,0,1,NA,
M384,1,8,C,lapidarius,56.158,-3.88,Ochils,0.382580382580372,-233.118844118831,0.642214013562768,0.777584385299333,-0.003464193432906,-0.330789577665008,2009,LA4,0,0,0,0,1,NA,
M056,1,8,D,jonellus,56.436,-6.341,Staffa,9.88258038258037,857.666870166868,0.327928530883668,-0.265272376088067,0.072250079679254,0.569210432552931,2009,J2,0,0,0,0,1,NA,
M070,1,8,E,lucorum,56.328,-6.406,Iona,5.88258038258037,1139.50020350017,0.611261911900668,-0.523606138574767,0.071416747140654,0.702543638729691,2009,,0,0,0,0,1,NA,
M242,1,8,F,terrestris,56.158,-3.88,Ochils,0.382580382580372,-233.118844118831,0.642214013562768,0.777584385299333,-0.003464193432906,-0.330789577665008,2009,T15,0,0,0,0,1,NA,
M233,1,8,G,lucorum,56.158,-3.88,Ochils,0.382580382580372,-233.118844118831,0.642214013562768,0.777584385299333,-0.003464193432906,-0.330789577665008,2009,,0,0,0,0,1,0,
M189,1,8,H,jonellus,57.166,-3.696,Glenmore,-4.76027676027672,-515.118844118831,-1.26492882995623,-1.04384418612917,-0.087749891199618,-0.359361047108189,2009,,0,0,0,0,1,0,
M179,1,9,A,lucorum,57.166,-3.696,Glenmore,-4.76027676027672,-515.118844118831,-1.26492882995623,-1.04384418612917,-0.087749891199618,-0.359361047108189,2009,,0,0,0,0,1,NA,
M043,1,9,C,jonellus,56.436,-6.341,Staffa,9.88258038258037,857.666870166868,0.327928530883668,-0.265272376088067,0.072250079679254,0.569210432552931,2009,J1,0,0,0,0,1,NA,
M164,1,9,D,jonellus,57.166,-3.696,Glenmore,-4.76027676027672,-515.118844118831,-1.26492882995623,-1.04384418612917,-0.087749891199618,-0.359361047108189,2009,J4,0,0,0,0,1,NA,
